EmployeeID,FirstName,LastName,Gender,Age,State,DistanceFromHome (KM),BusinessTravel,Ethnicity,Education,EducationField,MaritalStatus
CE90-763C,Carly,Mushawe,Female,27,CA,40,Frequent Traveller,Black or African American,Bachelors,Information Systems,Married
6653-BD41,Selle,Barrington,Female,27,NY,5,Some Travel,Black or African American,Bachelors,Computer Science,Married
C251-2A18,Honor,Jesson,Non-Binary,26,CA,28,Some Travel,White,Masters,Computer Science,Single
8FF0-0F7A,Nanine,Barrie,Female,26,CA,18,No Travel ,Mixed or multiple ethnic groups,Masters,Information Systems,Divorced
62A3-DEA7,Meade,Quinnelly,Male,25,CA,8,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Information Systems,Single
D3F6-A313,Alister,Gianullo,Male,27,CA,34,Some Travel,White,Masters,Computer Science,Married
1453-D3D8,Magnum,Dublin,Non-Binary,27,NY,4,Some Travel,Asian or Asian American,Bachelors,Computer Science,Married
B59D-CA4C,Ichabod,Mabbot,Male,28,CA,45,Some Travel,Asian or Asian American,High School,Marketing,Married
3DB7-2942,Cordula,Upjohn,Female,27,CA,3,Some Travel,Asian or Asian American,High School,Computer Science,Married
B102-5713,Adlai,Pettit,Non-Binary,27,CA,31,Some Travel,Mixed or multiple ethnic groups,Doctorate,Marketing ,Single
BDE5-385A,Morten,Keig,Male,26,CA,39,Some Travel,White,Bachelors,Information Systems,Married
8F7F-015D,Lion,Ewbanck,Male,28,IL,43,Some Travel,White,Masters,Information Systems,Married
C1B4-46B2,Hoebart,Bennen,Male,27,CA,21,No Travel ,White,Masters,Information Systems,Divorced
F5C3-07B0,Vitia,Southall,Female,26,IL,16,Some Travel,White,Bachelors,Computer Science,Divorced
08FC-817E,Milka,Vinas,Female,26,NY,43,Some Travel,Black or African American,Masters,Computer Science,Married
AC19-7EE7,Aube,Bassill,Male,25,NY,38,Some Travel,Mixed or multiple ethnic groups,Bachelors,Marketing ,Divorced
C9FF-3A25,West,Shalloo,Male,28,NY,17,No Travel ,Black or African American,High School,Information Systems,Single
CDC1-C7CA,Jobyna,Keeler,Female,25,CA,6,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Marketing,Married
E616-CAD8,Iseabal,Sabey,Female,27,IL,1,Some Travel,White,Bachelors,Information Systems,Single
2219-56CA,Sloane,Shera,Non-Binary,28,IL,38,Some Travel,Mixed or multiple ethnic groups,Bachelors,Marketing,Divorced
EEA0-C109,Silvan,Bratcher,Male,26,NY,3,Some Travel,White,No Formal Qualifications,Marketing ,Married
ABB5-0B95,Thomasine,Odell,Non-Binary,28,CA,26,No Travel ,Mixed or multiple ethnic groups,Doctorate,Computer Science,Married
5F4E-EE5A,Mamie,Neagle,Prefer Not To Say,28,IL,45,No Travel ,Mixed or multiple ethnic groups,Masters,Information Systems,Married
F401-1B75,Nevins,Forst,Non-Binary,27,NY,5,Some Travel,White,High School,Computer Science,Married
B995-E5CE,Anitra,Korfmann,Non-Binary,27,CA,2,Some Travel,Mixed or multiple ethnic groups,Masters,Computer Science,Married
533B-938D,Morris,Bente,Male,28,NY,43,Some Travel,Mixed or multiple ethnic groups,Masters,Marketing ,Divorced
993B-186B,Lewiss,Janosevic,Male,27,CA,7,Some Travel,Black or African American,Bachelors,Marketing,Married
DFA2-1B8F,Haily,Jordi,Male,28,NY,10,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Marketing ,Married
04D7-C8F3,Scarlett,Elstob,Female,26,CA,27,Some Travel,White,High School,Computer Science,Married
C026-3E38,Garv,Tockell,Male,28,CA,2,Some Travel,Asian or Asian American,Bachelors,Computer Science,Single
69EC-7B13,Mariska,Iashvili,Female,27,CA,1,Some Travel,Other ,High School,Technical Degree,Single
AD8F-7539,Leta,Possel,Female,28,CA,44,Some Travel,White,Bachelors,Economics,Married
B44E-8AEE,Carlynn,Bartolic,Female,28,CA,7,Some Travel,White,Doctorate,Marketing,Married
63E9-F74A,Amos,Simcox,Male,25,NY,11,Frequent Traveller,Mixed or multiple ethnic groups,No Formal Qualifications,Business Studies,Married
A184-3B30,Ruperto,Ciccotto,Male,26,IL,17,Some Travel,American Indian or Alaska Native,Bachelors,Information Systems,Married
851C-E7E2,Sebastiano,Benes,Male,27,CA,14,Some Travel,Black or African American,High School,Information Systems,Divorced
E46A-3676,Kele,Halsworth,Male,28,CA,32,Some Travel,White,Masters,Marketing,Divorced
10CE-8403,Timmy,Reek,Female,27,CA,31,Some Travel,White,Masters,Computer Science,Divorced
E47D-E3C5,Kerry,Orrell,Male,26,NY,14,Some Travel,Black or African American,No Formal Qualifications,Computer Science,Married
1AC8-361F,Selig,Draysey,Male,26,CA,22,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Marketing ,Married
9360-3A68,Cathyleen,Hallin,Female,27,IL,12,No Travel ,White,Bachelors,Information Systems,Single
BE54-8537,Krista,Eustace,Female,26,NY,14,Frequent Traveller,American Indian or Alaska Native,Bachelors,Computer Science,Single
D6BB-FEDF,Galen,Rocca,Male,28,NY,40,Frequent Traveller,White,Doctorate,Information Systems,Divorced
ACD5-5FA2,Judye,Offield,Female,28,CA,17,Some Travel,White,Bachelors,Technical Degree,Divorced
BB09-BF7F,Susanne,Kelso,Female,27,CA,45,Some Travel,Mixed or multiple ethnic groups,High School,Economics,Single
450D-13A9,Arlene,Warstall,Female,26,NY,29,Some Travel,Black or African American,Bachelors,Economics,Single
5605-237E,Linell,Lack,Female,26,NY,7,Some Travel,Black or African American,Bachelors,Computer Science,Married
03C5-51AD,Maxie,Banker,Female,25,IL,1,Some Travel,White,High School,Computer Science,Married
27CD-A6BF,Fabiano,Edkins,Male,27,CA,44,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Single
626A-9377,Blaire,Dinneen,Female,27,NY,19,No Travel ,Black or African American,High School,Business Studies,Single
6125-FEC8,Myrtie,Corbie,Non-Binary,27,CA,36,No Travel ,Native Hawaiian ,Masters,Business Studies,Married
D954-6402,Ara,Daulton,Male,25,IL,14,Some Travel,White,Bachelors,Marketing ,Single
246E-3383,Jamesy,Barnardo,Male,26,CA,16,Some Travel,Black or African American,High School,Marketing,Single
BD97-F94D,Cletus,Heintsch,Male,26,IL,8,Some Travel,Black or African American,High School,Information Systems,Married
FB5B-C127,Ameline,Hawton,Female,25,CA,42,Some Travel,Native Hawaiian ,Bachelors,Computer Science,Married
A590-DF69,Cortney,Wann,Female,28,CA,24,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Married
B679-F7C9,Hillard,Ell,Male,29,NY,36,Some Travel,Black or African American,Doctorate,Business Studies,Single
1B4A-5D80,April,Carstairs,Female,26,CA,37,Some Travel,American Indian or Alaska Native,Masters,Information Systems,Married
BAB4-3AC8,Trudey,Doulton,Female,25,IL,24,No Travel ,Black or African American,Masters,Computer Science,Married
83FD-F920,Yorgo,Clappison,Male,25,CA,41,Some Travel,White,No Formal Qualifications,Computer Science,Married
B24C-18BF,Timothy,Plewright,Male,26,CA,5,No Travel ,White,High School,Marketing,Married
FD0B-7B0A,Melessa,Eyres,Female,27,CA,21,Some Travel,White,No Formal Qualifications,Marketing,Single
EB8F-204D,Ingram,Franciskiewicz,Male,26,CA,5,Some Travel,White,Bachelors,Other,Divorced
8A5B-3D6E,Konstanze,Scrammage,Female,24,NY,25,Some Travel,Mixed or multiple ethnic groups,No Formal Qualifications,Marketing,Divorced
46D6-CA7A,Vanya,Gittoes,Male,27,CA,16,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Information Systems,Single
5060-A677,Zebulen,Rubrow,Male,26,CA,45,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Information Systems,Divorced
A11D-324A,Yorgo,Ferrolli,Male,27,CA,44,Some Travel,Black or African American,Masters,Marketing,Married
13E5-2F17,Vin,Wandless,Male,24,NY,15,Frequent Traveller,White,Bachelors,Computer Science,Divorced
3F0C-41A7,Mendie,Readie,Male,24,CA,27,Some Travel,Mixed or multiple ethnic groups,Masters,Marketing ,Single
07AF-3631,Ignazio,Bendixen,Male,25,NY,35,No Travel ,White,Masters,Marketing ,Divorced
259B-6C50,Raddie,Ballance,Male,27,CA,27,Some Travel,Other ,Doctorate,Marketing,Divorced
63B8-CCC0,Rafaela,Hadigate,Female,25,CA,34,Some Travel,White,Bachelors,Information Systems,Single
F20A-F424,Basia,Goodswen,Female,27,NY,4,Frequent Traveller,White,Bachelors,Other,Married
C1E8-5AAB,Pierce,Abadam,Male,25,NY,5,Some Travel,Black or African American,High School,Marketing,Divorced
23FC-93A5,Marinna,Snalham,Female,26,CA,2,Some Travel,White,Masters,Information Systems,Single
AE33-DDE7,Pablo,Kerin,Male,25,CA,26,Some Travel,White,Bachelors,Information Systems,Single
DC67-3B66,Tammie,Kingh,Male,25,NY,33,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Married
F1BD-033D,Robb,McGeechan,Male,25,CA,21,Some Travel,Mixed or multiple ethnic groups,Doctorate,Information Systems,Married
7961-A93B,Jerome,Maden,Male,29,CA,3,Some Travel,White,Bachelors,Computer Science,Single
F5CC-33FA,Ilario,Stearne,Male,25,CA,30,Some Travel,White,Masters,Marketing,Married
1E61-B76A,Wilie,Northfield,Female,24,NY,26,Some Travel,Asian or Asian American,High School,Other,Single
5395-75A1,Ludwig,Ferrara,Male,26,NY,41,Some Travel,Asian or Asian American,Masters,Marketing ,Single
D18F-8C48,Feliza,Jeschner,Female,27,IL,8,No Travel ,Asian or Asian American,No Formal Qualifications,Information Systems,Divorced
C7C8-43D9,Rebecka,Leat,Female,27,NY,25,Some Travel,Asian or Asian American,Masters,Information Systems,Divorced
DA4C-7F2E,Carmita,Kenion,Female,26,NY,18,Some Travel,White,Bachelors,Computer Science,Married
FC47-1953,Barby,Plaid,Female,25,CA,15,Frequent Traveller,Black or African American,Masters,Other,Married
61CC-2C1D,Jayme,Desseine,Male,25,CA,2,Some Travel,White,Bachelors,Computer Science,Married
CDFB-6A08,Huey,Paoletti,Male,26,NY,8,Some Travel,Black or African American,Masters,Other,Single
B967-D6D3,Kimmy,O'Logan,Female,26,CA,21,No Travel ,White,Bachelors,Computer Science,Married
757F-78FE,Timotheus,Esland,Male,25,NY,32,No Travel ,Mixed or multiple ethnic groups,Masters,Information Systems,Married
B8A5-07A1,Ainsley,Norheny,Female,24,IL,27,Some Travel,White,Masters,Other,Married
2FAE-9278,Ettore,Gorusso,Male,24,NY,23,Some Travel,White,Doctorate,Computer Science,Single
0E79-8257,Noby,Lifton,Male,25,NY,35,Frequent Traveller,White,High School,Information Systems,Single
9075-A294,Colby,Yakebowitch,Male,27,IL,17,No Travel ,Asian or Asian American,Masters,Marketing,Married
5D73-961A,Padraig,Pabel,Male,27,CA,1,Some Travel,Other ,High School,Computer Science,Divorced
A105-470B,Sancho,Mundle,Male,25,CA,28,Frequent Traveller,Mixed or multiple ethnic groups,No Formal Qualifications,Information Systems,Single
3C31-30CB,Roxy,Firpi,Female,24,CA,3,Some Travel,White,Bachelors,Business Studies,Married
6E61-A2BA,Adelaide,Somner,Non-Binary,24,CA,41,Some Travel,Mixed or multiple ethnic groups,High School,Marketing ,Divorced
40CC-6231,Rodi,McGerraghty,Female,25,CA,17,Frequent Traveller,Native Hawaiian ,Bachelors,Computer Science,Married
ABDA-F749,Emmit,Le Provost,Male,27,NY,42,Some Travel,American Indian or Alaska Native,Bachelors,Other,Married
411F-6325,Fabio,Metham,Male,27,CA,45,Frequent Traveller,White,High School,Information Systems,Single
32AE-C02F,Hilly,Giocannoni,Male,24,CA,8,No Travel ,White,Bachelors,Marketing,Single
1C6F-87AA,Jolene,Stenet,Non-Binary,26,NY,5,Some Travel,White,Bachelors,Marketing,Married
DAE0-B44F,Karlotta,Hackwell,Female,24,CA,4,Some Travel,Mixed or multiple ethnic groups,Bachelors,Economics,Married
4294-03D1,Lettie,D'Emanuele,Female,43,CA,12,Some Travel,White,Masters,Marketing ,Married
D5B3-425C,Lenard,Bouts,Male,26,CA,7,Some Travel,Black or African American,Bachelors,Marketing ,Single
3A20-7C3E,Jerrie,Carlos,Male,25,CA,44,Some Travel,White,Masters,Other,Divorced
6B20-FFDF,Cloris,Orgee,Female,24,CA,39,No Travel ,Mixed or multiple ethnic groups,High School,Marketing,Married
C389-FC34,Lin,Lauga,Female,27,IL,45,Some Travel,Mixed or multiple ethnic groups,Bachelors,Business Studies,Married
89A6-7EF1,Johan,Rudinger,Male,26,NY,11,Some Travel,Asian or Asian American,Bachelors,Other,Single
09D2-46BD,Karyl,Ponten,Female,26,CA,42,Some Travel,White,Bachelors,Marketing,Married
6413-42F1,Gui,Olivello,Female,27,CA,24,Some Travel,Mixed or multiple ethnic groups,High School,Other,Divorced
C520-6F2B,Jena,Danzig,Female,25,CA,34,Some Travel,White,Bachelors,Information Systems,Single
20CA-404E,Kali,Jeppe,Female,25,IL,13,Some Travel,White,Bachelors,Information Systems,Married
C8BC-3B77,Anna-diane,Allpress,Female,27,NY,21,Frequent Traveller,White,Bachelors,Economics,Married
0AA2-881A,Jeffrey,Mildmott,Male,25,NY,28,Some Travel,Other ,Masters,Information Systems,Married
1A2D-52EC,Mag,Groves,Female,25,NY,9,Some Travel,White,Bachelors,Information Systems,Single
07C3-7429,Hendrik,Blenkharn,Male,26,CA,18,Some Travel,Asian or Asian American,Bachelors,Information Systems,Divorced
A1B4-5481,Zacharie,Manuaud,Male,25,CA,37,Some Travel,Asian or Asian American,Bachelors,Economics,Married
22FF-9076,Eleanore,Attenbrough,Female,27,CA,36,Some Travel,Asian or Asian American,Bachelors,Technical Degree,Divorced
EA3A-E005,Reinhold,Bradane,Male,24,CA,30,Some Travel,White,Bachelors,Business Studies,Single
5802-2A7E,Martyn,Watt,Prefer Not To Say,27,NY,37,Some Travel,White,Bachelors,Information Systems,Single
05DA-5423,Moira,Forsey,Female,26,CA,16,Some Travel,American Indian or Alaska Native,High School,Business Studies,Married
8A6B-AD5C,Ruby,O'Scollain,Female,24,CA,30,Some Travel,White,Bachelors,Information Systems,Single
DBF0-2EA3,Kaitlyn,Ernshaw,Female,27,CA,1,Frequent Traveller,White,Masters,Computer Science,Married
8AAD-FAFB,Alethea,Heeney,Female,24,CA,3,Some Travel,Asian or Asian American,Bachelors,Marketing,Divorced
28EA-A010,Meara,Mahony,Female,26,CA,2,Some Travel,Asian or Asian American,High School,Marketing,Single
6A09-C910,Arri,Brooking,Male,24,CA,19,Some Travel,Mixed or multiple ethnic groups,Masters,Computer Science,Divorced
ADF8-AD57,Trip,Bennell,Male,27,CA,28,Some Travel,White,Bachelors,Computer Science,Single
C292-EC0C,Rosamond,Mattaser,Non-Binary,26,NY,8,Some Travel,White,High School,Computer Science,Divorced
CD7F-377F,Kendricks,Tribe,Male,25,CA,25,Frequent Traveller,Black or African American,Bachelors,Marketing ,Married
AF11-04C3,Joni,Byre,Female,27,CA,19,Some Travel,American Indian or Alaska Native,Masters,Marketing,Married
D31B-BEF8,Bent,Plumridege,Male,25,CA,19,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Marketing ,Single
596B-33F4,Shell,McPeck,Male,26,IL,2,Some Travel,White,Bachelors,Computer Science,Divorced
0B72-0EE6,Noll,Antoniottii,Male,24,NY,1,Some Travel,White,Masters,Computer Science,Married
C661-6A1C,Joeann,Batrop,Female,25,CA,24,Frequent Traveller,Mixed or multiple ethnic groups,No Formal Qualifications,Business Studies,Single
4C41-7F73,Libby,Mustoe,Female,24,CA,30,Some Travel,White,Bachelors,Computer Science,Divorced
5D69-D350,Lyle,Waby,Male,24,IL,7,Frequent Traveller,White,Bachelors,Information Systems,Divorced
7845-EF8F,Marshal,Goodbur,Male,27,CA,6,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Married
8766-F1E7,Jonathon,Lovie,Male,25,CA,18,Some Travel,White,Masters,Information Systems,Married
79D0-C935,Madelle,Robak,Female,27,NY,26,Some Travel,White,No Formal Qualifications,Information Systems,Single
6AD1-5EE8,Donetta,Duberry,Female,24,CA,12,Some Travel,White,Bachelors,Information Systems,Married
CECC-60FF,Elissa,Seide,Female,27,CA,16,Some Travel,White,No Formal Qualifications,Information Systems,Single
4A0E-9958,Axel,Aicheson,Male,26,CA,6,Some Travel,Black or African American,Masters,Information Systems,Married
DA8E-9496,Tobias,Polkinghorne,Male,27,CA,22,Some Travel,White,High School,Computer Science,Single
05ED-92F1,Justus,MacCall,Non-Binary,27,CA,41,Frequent Traveller,Asian or Asian American,Bachelors,Marketing,Single
D3EB-610D,Bo,Cullabine,Male,24,NY,10,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Computer Science,Married
55B1-3712,Katine,Fielder,Female,26,CA,36,Some Travel,White,Masters,Information Systems,Married
566A-FC64,Loria,Pursey,Female,27,CA,4,Some Travel,Asian or Asian American,Masters,Marketing ,Divorced
8EAF-4F79,Marrilee,Brosio,Female,27,CA,20,Frequent Traveller,White,Bachelors,Information Systems,Married
25F5-0EAF,Amargo,Briddock,Non-Binary,26,CA,38,Some Travel,Mixed or multiple ethnic groups,Bachelors,Technical Degree,Divorced
291F-B604,Sebastien,Lanmeid,Male,26,NY,3,Some Travel,Black or African American,Masters,Information Systems,Divorced
EE63-4E57,Margalo,Pettwood,Female,24,CA,26,Frequent Traveller,White,Masters,Business Studies,Single
EE91-1A9C,Harley,Dalliwater,Male,25,IL,22,Some Travel,Black or African American,Bachelors,Information Systems,Married
242A-4FA0,Nowell,Prettyjohns,Male,25,CA,2,Some Travel,Black or African American,Masters,Computer Science,Divorced
F58A-302D,Travers,Outhwaite,Male,26,IL,17,Some Travel,Black or African American,Masters,Economics,Divorced
8733-BC3C,Kerwinn,Fassum,Male,26,CA,22,Frequent Traveller,Asian or Asian American,Bachelors,Computer Science,Divorced
3D9E-FB05,Raynor,Deane,Male,25,CA,2,Some Travel,Black or African American,Masters,Economics,Married
B407-ABCA,Obie,Huke,Male,26,CA,2,Some Travel,Asian or Asian American,Masters,Economics,Single
11C2-2B5B,Aurlie,Demeza,Female,26,NY,14,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Computer Science,Divorced
801C-89BF,Maren,Tizard,Female,24,NY,5,Some Travel,Asian or Asian American,High School,Information Systems,Divorced
5BDE-7102,Rafaela,Smurfit,Female,25,CA,16,Some Travel,Black or African American,High School,Computer Science,Married
6987-6124,Virgil,Lippini,Male,25,CA,21,Frequent Traveller,White,Masters,Information Systems,Single
E81C-A653,Letta,Leyban,Female,27,CA,34,Some Travel,White,High School,Marketing ,Married
4F22-FF67,Care,Ireland,Male,24,NY,24,Some Travel,White,Bachelors,Computer Science,Single
806F-B986,Judie,Lowndsborough,Female,24,IL,26,Some Travel,White,High School,Information Systems,Married
8F38-A4DD,Rosemonde,Brimble,Female,27,CA,25,No Travel ,White,Bachelors,Computer Science,Single
776A-CDBC,Catharina,Sandle,Female,26,NY,4,Some Travel,Black or African American,High School,Economics,Married
8FB2-4CE0,Kurtis,Plane,Male,27,IL,14,Some Travel,White,Masters,Computer Science,Single
CC88-AE14,Barbi,Wilsher,Female,25,CA,27,Some Travel,Mixed or multiple ethnic groups,High School,Computer Science,Married
3261-373A,Dorey,Arpur,Female,26,IL,5,Frequent Traveller,White,Bachelors,Computer Science,Married
B90D-4BEF,Nancey,Noades,Female,29,IL,32,Some Travel,Native Hawaiian ,Bachelors,Information Systems,Married
D754-4CDF,Brien,Erett,Male,25,CA,18,Some Travel,White,Bachelors,Computer Science,Married
6D3B-AD28,Zsa zsa,Valentin,Female,25,CA,33,Frequent Traveller,White,Bachelors,Marketing,Single
924E-1035,Scot,Gamlen,Male,23,NY,26,Some Travel,Native Hawaiian ,High School,Marketing ,Single
EFB8-ED99,Jilli,Allsupp,Female,24,CA,16,Some Travel,White,High School,Marketing ,Single
B122-D3D2,Gigi,Wrack,Female,26,CA,21,Some Travel,White,High School,Other,Married
1D87-3372,Cynthea,Manilove,Prefer Not To Say,34,CA,18,Some Travel,White,Bachelors,Computer Science,Divorced
6A67-EC2C,Fionnula,Charsley,Female,23,CA,21,Some Travel,White,Masters,Marketing,Single
D529-0BC2,Katharina,Nehlsen,Female,24,CA,42,Some Travel,White,High School,Other,Married
AE51-5502,Randy,Luxford,Male,23,NY,19,Some Travel,American Indian or Alaska Native,Masters,Business Studies,Married
E442-1FEE,Nicoline,Rippon,Female,25,CA,36,Frequent Traveller,American Indian or Alaska Native,High School,Information Systems,Single
D457-AB87,Geoffrey,Bambery,Male,24,CA,29,Some Travel,Mixed or multiple ethnic groups,Bachelors,Marketing,Married
9CC0-FF43,Gussy,Gaber,Female,25,NY,32,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Married
1BAE-4DA1,Jessalin,Macrow,Female,25,NY,27,No Travel ,Mixed or multiple ethnic groups,Masters,Business Studies,Married
7486-A1B6,Ripley,Woodvine,Male,23,CA,25,Some Travel,White,High School,Information Systems,Married
DD1E-583D,Ashton,Lauga,Male,24,IL,36,Some Travel,Mixed or multiple ethnic groups,Bachelors,Human Resources,Married
2857-A950,Chauncey,Golt,Male,24,CA,13,Some Travel,Mixed or multiple ethnic groups,High School,Economics,Married
5E53-1897,Hamish,Carlsen,Male,23,CA,6,Some Travel,Mixed or multiple ethnic groups,Masters,Other,Married
B437-FCF8,Nettie,Liley,Female,26,CA,23,Some Travel,American Indian or Alaska Native,High School,Information Systems,Married
B268-1642,Katerine,Maffione,Female,26,IL,8,No Travel ,White,High School,Technical Degree,Married
C77A-2348,Mortimer,Planks,Male,26,NY,15,Some Travel,White,No Formal Qualifications,Information Systems,Married
E7F5-0AD1,Walden,Skuce,Male,24,CA,16,Some Travel,Asian or Asian American,No Formal Qualifications,Computer Science,Married
7839-CA12,Orella,Chappelle,Female,23,CA,16,Some Travel,White,Bachelors,Marketing,Single
8462-E88A,Renault,Dobbyn,Male,25,NY,18,Some Travel,Black or African American,Masters,Marketing ,Single
79E4-6632,Tailor,Cansfield,Male,23,CA,45,Some Travel,Asian or Asian American,High School,Computer Science,Married
097B-A688,Hillard,Hulson,Male,23,NY,33,Some Travel,Native Hawaiian ,High School,Information Systems,Married
A7F8-24EA,Antonio,Nayer,Male,24,CA,35,Some Travel,Black or African American,Bachelors,Information Systems,Married
8078-6154,Hattie,Algeo,Female,26,NY,29,Some Travel,White,No Formal Qualifications,Marketing,Married
DEC5-9319,Gasparo,Strewthers,Male,23,CA,5,Some Travel,Asian or Asian American,Bachelors,Information Systems,Single
28F4-8367,Conny,Iveans,Non-Binary,25,CA,4,Some Travel,Mixed or multiple ethnic groups,Bachelors,Business Studies,Divorced
5C87-D7BB,Malory,Dumbelton,Female,25,CA,5,Frequent Traveller,Mixed or multiple ethnic groups,Masters,Computer Science,Single
D383-714B,Lindsey,Hedley,Male,26,IL,12,Frequent Traveller,White,Bachelors,Other,Married
0D1B-DEC2,Celestine,Kyngdon,Non-Binary,24,CA,23,Some Travel,American Indian or Alaska Native,Bachelors,Computer Science,Single
DD04-BDF8,Kile,Notton,Male,25,CA,44,Some Travel,Black or African American,Masters,Economics,Married
7749-B277,Caryl,Roycroft,Male,24,IL,1,Some Travel,Mixed or multiple ethnic groups,Doctorate,Human Resources,Married
2CA8-4E1B,Nicoline,Pote,Non-Binary,23,NY,7,Some Travel,Asian or Asian American,Bachelors,Business Studies,Single
EACC-D1F6,Garth,Gove,Male,25,CA,20,Some Travel,White,Bachelors,Computer Science,Married
B8C3-5E0A,Joyous,Muggleston,Female,26,CA,18,Some Travel,White,Bachelors,Computer Science,Divorced
1A6D-AF5D,Clair,Muldownie,Male,25,NY,9,Some Travel,White,Bachelors,Information Systems,Single
4FCD-7D65,Frannie,Dunrige,Female,24,CA,26,No Travel ,Asian or Asian American,Masters,Computer Science,Divorced
7279-6591,Bradan,Rozzier,Male,41,CA,25,Some Travel,American Indian or Alaska Native,Bachelors,Marketing ,Single
6925-864E,Lilith,Cargen,Female,25,CA,30,No Travel ,White,High School,Computer Science,Divorced
4563-8637,Vernor,Farrell,Male,25,CA,44,Some Travel,Mixed or multiple ethnic groups,High School,Marketing,Married
2546-1312,Carlos,Galia,Male,25,NY,20,Frequent Traveller,American Indian or Alaska Native,Bachelors,Information Systems,Single
FFCF-0BD5,Sky,Mattioni,Prefer Not To Say,23,CA,42,Some Travel,Black or African American,No Formal Qualifications,Marketing ,Married
7623-9AF1,Sosanna,Armstrong,Female,26,CA,18,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Married
C973-E8E5,Bertie,Murrells,Male,26,CA,2,Some Travel,White,Bachelors,Computer Science,Married
763B-DE6E,Nat,Fettes,Prefer Not To Say,23,CA,32,Some Travel,White,Masters,Computer Science,Divorced
7EEF-9A90,Sheryl,Bridell,Female,23,NY,18,Some Travel,Other ,Masters,Technical Degree,Married
63B0-1036,Persis,Christon,Female,25,NY,12,Some Travel,Mixed or multiple ethnic groups,Bachelors,Business Studies,Divorced
41FE-D257,Murdock,Heinsius,Male,23,CA,31,Frequent Traveller,Mixed or multiple ethnic groups,Bachelors,Technical Degree,Single
D24B-5AC8,Horatio,Chaffen,Male,24,CA,45,Some Travel,Mixed or multiple ethnic groups,Masters,Information Systems,Married
F7B0-E6B2,Tarrance,Reidshaw,Male,24,IL,15,Frequent Traveller,White,High School,Computer Science,Divorced
9C6C-E5CE,Damon,Nice,Non-Binary,23,CA,15,Frequent Traveller,Asian or Asian American,Bachelors,Information Systems,Single
184D-06FF,Waly,McCoish,Female,26,CA,24,Some Travel,White,Masters,Computer Science,Divorced
2B70-5A31,Justinian,Ladell,Male,25,NY,17,Some Travel,Mixed or multiple ethnic groups,Bachelors,Computer Science,Married
EDF2-2659,Robena,Oris,Female,25,CA,21,Some Travel,White,No Formal Qualifications,Information Systems,Divorced
0BAF-7454,Ninnette,Braganza,Non-Binary,26,NY,12,Some Travel,White,Masters,Computer Science,Single
8373-07C6,Inge,Bullon,Female,25,CA,21,Some Travel,White,Masters,Information Systems,Married
BAFA-86DF,Rolfe,Ketchaside,Male,26,IL,15,No Travel ,Mixed or multiple ethnic groups,Masters,Business Studies,Married
74B4-CB7A,Eddi,Holywell,Non-Binary,26,CA,23,No Travel ,White,Bachelors,Human Resources,Single
4C66-6E16,Niki,Boseley,Male,33,CA,4,Some Travel,Black or African American,Masters,Information Systems,Single
D6D2-184B,Valenka,Kayley,Female,24,NY,33,Some Travel,White,Bachelors,Information Systems,Single
FB1D-5A51,Allys,Ruberry,Female,23,CA,29,Some Travel,Mixed or multiple ethnic groups,Bachelors,Information Systems,Divorced
5AA7-C7BA,Reggis,Greenset,Male,26,CA,35,Some Travel,American Indian or Alaska Native,Masters,Information Systems,Divorced
3E50-011E,Carol,Burgill,Female,24,CA,29,No Travel ,White,Masters,Information Systems,Married
3992-22AD,Kristal,le Keux,Female,25,CA,4,Some Travel,Other ,Bachelors,Marketing,Single
5642-6F1E,Lisette,Govett,Non-Binary,26,IL,18,No Travel ,White,High School,Economics,Single
005C-E0FB,Fin,O'Halleghane,Non-Binary,24,CA,17,Frequent Traveller,White,Masters,Marketing ,Married
45BA-6683,Hort,Rawstron,Male,23,IL,1,Some Travel,Black or African American,No Formal Qualifications,Other,Divorced
D29C-A21F,Ebenezer,Bontein,Male,25,CA,23,Frequent Traveller,Black or African American,Bachelors,Information Systems,Married
473C-EA4E,Myron,Millard,Male,26,CA,28,Some Travel,Mixed or multiple ethnic groups,Doctorate,Computer Science,Married
5F5B-83B1,Michelina,Chester,Female,38,CA,44,Frequent Traveller,White,High School,Computer Science,Single
E9D9-787A,Lyn,Walczynski,Male,26,NY,20,Some Travel,White,No Formal Qualifications,Computer Science,Married
8328-A764,Granger,Kenworthey,Male,24,NY,17,Some Travel,Mixed or multiple ethnic groups,Masters,Other,Married
